Statistic Label,Year,Type of Ownership,Engine Capacity cc,Fuel Type,County of Ownership,Year of Registration,UNIT,VALUE
Average Kilometres Travelled,2021,All owners,1001 - 1200 cc,Diesel,Co. Wicklow,All years,Kilometres,15246
Average Kilometres Travelled,2021,All owners,1001 - 1200 cc,Other fuel types,Co. Carlow,All years,Kilometres,9335
Average Kilometres Travelled,2021,All owners,1001 - 1200 cc,Other fuel types,Co. Cavan,All years,Kilometres,8350
Average Kilometres Travelled,2021,All owners,1001 - 1200 cc,Other fuel types,Co. Clare,All years,Kilometres,8931
Average Kilometres Travelled,2021,All owners,1001 - 1200 cc,Other fuel types,Co. Cork,All years,Kilometres,7656
Average Kilometres Travelled,2021,All owners,1001 - 1200 cc,Other fuel types,Co. Donegal,All years,Kilometres,10383
Average Kilometres Travelled,2021,All owners,1001 - 1200 cc,Other fuel types,Co. Dublin,All years,Kilometres,6428
Average Kilometres Travelled,2021,All owners,1001 - 1200 cc,Other fuel types,Co. Galway,All years,Kilometres,9009
Average Kilometres Travelled,2021,All owners,1001 - 1200 cc,Other fuel types,Co. Kerry,All years,Kilometres,9154
Average Kilometres Travelled,2021,All owners,1001 - 1200 cc,Other fuel types,Co. Kildare,All years,Kilometres,8547
Average Kilometres Travelled,2021,All owners,1001 - 1200 cc,Other fuel types,Co. Kilkenny,All years,Kilometres,9070
Average Kilometres Travelled,2021,All owners,1001 - 1200 cc,Other fuel types,Co. Laois,All years,Kilometres,9399
Average Kilometres Travelled,2021,All owners,1001 - 1200 cc,Other fuel types,Co. Leitrim,All years,Kilometres,9931
Average Kilometres Travelled,2021,All owners,1001 - 1200 cc,Other fuel types,Co. Limerick,All years,Kilometres,8396
Average Kilometres Travelled,2021,All owners,1001 - 1200 cc,Other fuel types,Co. Longford,All years,Kilometres,10631
Average Kilometres Travelled,2021,All owners,1001 - 1200 cc,Other fuel types,Co. Louth,All years,Kilometres,8536
Average Kilometres Travelled,2021,All owners,1001 - 1200 cc,Other fuel types,Co. Mayo,All years,Kilometres,9473
Average Kilometres Travelled,2021,All owners,1001 - 1200 cc,Other fuel types,Co. Meath,All years,Kilometres,9221
Average Kilometres Travelled,2021,All owners,1001 - 1200 cc,Other fuel types,Co. Monaghan,All years,Kilometres,9789
Average Kilometres Travelled,2021,All owners,1001 - 1200 cc,Other fuel types,Co. Offaly,All years,Kilometres,10077
Average Kilometres Travelled,2021,All owners,1001 - 1200 cc,Other fuel types,Co. Roscommon,All years,Kilometres,9301
Average Kilometres Travelled,2021,All owners,1001 - 1200 cc,Other fuel types,Co. Sligo,All years,Kilometres,8502
Average Kilometres Travelled,2021,All owners,1001 - 1200 cc,Other fuel types,Co. Tipperary,All years,Kilometres,9056
Average Kilometres Travelled,2021,All owners,1001 - 1200 cc,Other fuel types,Co. Waterford,All years,Kilometres,8876
Average Kilometres Travelled,2021,All owners,1001 - 1200 cc,Other fuel types,Co. Westmeath,All years,Kilometres,9102
Average Kilometres Travelled,2021,All owners,1001 - 1200 cc,Other fuel types,Co. Wexford,All years,Kilometres,9128
Average Kilometres Travelled,2021,All owners,1001 - 1200 cc,Other fuel types,Co. Wicklow,All years,Kilometres,9159
Average Kilometres Travelled,2021,All owners,1201 - 1400 cc,Petrol,Co. Carlow,All years,Kilometres,10453
Average Kilometres Travelled,2021,All owners,1201 - 1400 cc,Petrol,Co. Cavan,All years,Kilometres,10748
Average Kilometres Travelled,2021,All owners,1201 - 1400 cc,Petrol,Co. Clare,All years,Kilometres,10801
Average Kilometres Travelled,2021,All owners,1201 - 1400 cc,Petrol,Co. Cork,All years,Kilometres,9871
Average Kilometres Travelled,2021,All owners,1201 - 1400 cc,Petrol,Co. Donegal,All years,Kilometres,10684
Average Kilometres Travelled,2021,All owners,1201 - 1400 cc,Petrol,Co. Dublin,All years,Kilometres,7987
Average Kilometres Travelled,2021,All owners,1201 - 1400 cc,Petrol,Co. Galway,All years,Kilometres,10475
Average Kilometres Travelled,2021,All owners,1201 - 1400 cc,Petrol,Co. Kerry,All years,Kilometres,10605
Average Kilometres Travelled,2021,All owners,1201 - 1400 cc,Petrol,Co. Kildare,All years,Kilometres,10136
Average Kilometres Travelled,2021,All owners,1201 - 1400 cc,Petrol,Co. Kilkenny,All years,Kilometres,10715
Average Kilometres Travelled,2021,All owners,1201 - 1400 cc,Petrol,Co. Laois,All years,Kilometres,10797
Average Kilometres Travelled,2021,All owners,1201 - 1400 cc,Petrol,Co. Leitrim,All years,Kilometres,11197
Average Kilometres Travelled,2021,All owners,1201 - 1400 cc,Petrol,Co. Limerick,All years,Kilometres,10266
Average Kilometres Travelled,2021,All owners,1201 - 1400 cc,Petrol,Co. Longford,All years,Kilometres,10593
Average Kilometres Travelled,2021,All owners,1201 - 1400 cc,Petrol,Co. Louth,All years,Kilometres,9951
Average Kilometres Travelled,2021,All owners,1201 - 1400 cc,Petrol,Co. Mayo,All years,Kilometres,10719
Average Kilometres Travelled,2021,All owners,1201 - 1400 cc,Petrol,Co. Meath,All years,Kilometres,10635
Average Kilometres Travelled,2021,All owners,1201 - 1400 cc,Petrol,Co. Monaghan,All years,Kilometres,10496
Average Kilometres Travelled,2021,All owners,1201 - 1400 cc,Petrol,Co. Offaly,All years,Kilometres,10812
Average Kilometres Travelled,2021,All owners,1201 - 1400 cc,Petrol,Co. Roscommon,All years,Kilometres,11687
Average Kilometres Travelled,2021,All owners,1201 - 1400 cc,Petrol,Co. Sligo,All years,Kilometres,10210
Average Kilometres Travelled,2021,All owners,1201 - 1400 cc,Petrol,Co. Tipperary,All years,Kilometres,10769
Average Kilometres Travelled,2021,All owners,1201 - 1400 cc,Petrol,Co. Waterford,All years,Kilometres,10094
Average Kilometres Travelled,2021,All owners,1201 - 1400 cc,Petrol,Co. Westmeath,All years,Kilometres,10723
Average Kilometres Travelled,2021,All owners,1201 - 1400 cc,Petrol,Co. Wexford,All years,Kilometres,10682
Average Kilometres Travelled,2021,All owners,1201 - 1400 cc,Petrol,Co. Wicklow,All years,Kilometres,9898
Average Kilometres Travelled,2021,All owners,1201 - 1400 cc,Diesel,Co. Carlow,All years,Kilometres,15105
Average Kilometres Travelled,2021,All owners,1201 - 1400 cc,Diesel,Co. Cavan,All years,Kilometres,15422
Average Kilometres Travelled,2021,All owners,1201 - 1400 cc,Diesel,Co. Clare,All years,Kilometres,15627
Average Kilometres Travelled,2021,All owners,1201 - 1400 cc,Diesel,Co. Cork,All years,Kilometres,14059
Average Kilometres Travelled,2021,All owners,1201 - 1400 cc,Diesel,Co. Donegal,All years,Kilometres,14340
Average Kilometres Travelled,2021,All owners,1201 - 1400 cc,Diesel,Co. Dublin,All years,Kilometres,11424
Average Kilometres Travelled,2021,All owners,1201 - 1400 cc,Diesel,Co. Galway,All years,Kilometres,15052
Average Kilometres Travelled,2021,All owners,1201 - 1400 cc,Diesel,Co. Kerry,All years,Kilometres,14745
Average Kilometres Travelled,2021,All owners,1201 - 1400 cc,Diesel,Co. Kildare,All years,Kilometres,14180
Average Kilometres Travelled,2021,All owners,1201 - 1400 cc,Diesel,Co. Kilkenny,All years,Kilometres,14849
Average Kilometres Travelled,2021,All owners,1201 - 1400 cc,Diesel,Co. Laois,All years,Kilometres,15288
Average Kilometres Travelled,2021,All owners,1201 - 1400 cc,Diesel,Co. Leitrim,All years,Kilometres,15363
Average Kilometres Travelled,2021,All owners,1201 - 1400 cc,Diesel,Co. Limerick,All years,Kilometres,15058
Average Kilometres Travelled,2021,All owners,1201 - 1400 cc,Diesel,Co. Longford,All years,Kilometres,15210
Average Kilometres Travelled,2021,All owners,1201 - 1400 cc,Diesel,Co. Louth,All years,Kilometres,13959
Average Kilometres Travelled,2021,All owners,1201 - 1400 cc,Diesel,Co. Mayo,All years,Kilometres,14937
Average Kilometres Travelled,2021,All owners,1201 - 1400 cc,Diesel,Co. Meath,All years,Kilometres,14560
Average Kilometres Travelled,2021,All owners,1201 - 1400 cc,Diesel,Co. Monaghan,All years,Kilometres,14648
Average Kilometres Travelled,2021,All owners,1201 - 1400 cc,Diesel,Co. Offaly,All years,Kilometres,15483
Average Kilometres Travelled,2021,All owners,1201 - 1400 cc,Diesel,Co. Roscommon,All years,Kilometres,16198
Average Kilometres Travelled,2021,All owners,1201 - 1400 cc,Diesel,Co. Sligo,All years,Kilometres,14798
Average Kilometres Travelled,2021,All owners,1201 - 1400 cc,Diesel,Co. Tipperary,All years,Kilometres,15255
Average Kilometres Travelled,2021,All owners,1201 - 1400 cc,Diesel,Co. Waterford,All years,Kilometres,14560
Average Kilometres Travelled,2021,All owners,1201 - 1400 cc,Diesel,Co. Westmeath,All years,Kilometres,14959
Average Kilometres Travelled,2021,All owners,1201 - 1400 cc,Diesel,Co. Wexford,All years,Kilometres,14835
Average Kilometres Travelled,2021,All owners,1201 - 1400 cc,Diesel,Co. Wicklow,All years,Kilometres,14013
Average Kilometres Travelled,2021,All owners,1201 - 1400 cc,Other fuel types,Co. Carlow,All years,Kilometres,13259
Average Kilometres Travelled,2021,All owners,1201 - 1400 cc,Other fuel types,Co. Cavan,All years,Kilometres,10754
Average Kilometres Travelled,2021,All owners,1201 - 1400 cc,Other fuel types,Co. Clare,All years,Kilometres,11715
Average Kilometres Travelled,2021,All owners,1201 - 1400 cc,Other fuel types,Co. Cork,All years,Kilometres,11228
Average Kilometres Travelled,2021,All owners,1201 - 1400 cc,Other fuel types,Co. Donegal,All years,Kilometres,10537
Average Kilometres Travelled,2021,All owners,1201 - 1400 cc,Other fuel types,Co. Dublin,All years,Kilometres,10438
Average Kilometres Travelled,2021,All owners,1201 - 1400 cc,Other fuel types,Co. Galway,All years,Kilometres,11928
Average Kilometres Travelled,2021,All owners,1201 - 1400 cc,Other fuel types,Co. Kerry,All years,Kilometres,10909
Average Kilometres Travelled,2021,All owners,1201 - 1400 cc,Other fuel types,Co. Kildare,All years,Kilometres,11625
Average Kilometres Travelled,2021,All owners,1201 - 1400 cc,Other fuel types,Co. Kilkenny,All years,Kilometres,11550
Average Kilometres Travelled,2021,All owners,1201 - 1400 cc,Other fuel types,Co. Laois,All years,Kilometres,10447
Average Kilometres Travelled,2021,All owners,1201 - 1400 cc,Other fuel types,Co. Leitrim,All years,Kilometres,11926
Average Kilometres Travelled,2021,All owners,1201 - 1400 cc,Other fuel types,Co. Limerick,All years,Kilometres,11707
Average Kilometres Travelled,2021,All owners,1201 - 1400 cc,Other fuel types,Co. Longford,All years,Kilometres,11038
Average Kilometres Travelled,2021,All owners,1201 - 1400 cc,Other fuel types,Co. Louth,All years,Kilometres,11559
Average Kilometres Travelled,2021,All owners,1201 - 1400 cc,Other fuel types,Co. Mayo,All years,Kilometres,11127
Average Kilometres Travelled,2021,All owners,1201 - 1400 cc,Other fuel types,Co. Meath,All years,Kilometres,12342
Average Kilometres Travelled,2021,All owners,1201 - 1400 cc,Other fuel types,Co. Monaghan,All years,Kilometres,12293
Average Kilometres Travelled,2021,All owners,1201 - 1400 cc,Other fuel types,Co. Offaly,All years,Kilometres,12674
Average Kilometres Travelled,2021,All owners,1201 - 1400 cc,Other fuel types,Co. Roscommon,All years,Kilometres,12222
Average Kilometres Travelled,2021,All owners,1201 - 1400 cc,Other fuel types,Co. Sligo,All years,Kilometres,11486
Average Kilometres Travelled,2021,All owners,1201 - 1400 cc,Other fuel types,Co. Tipperary,All years,Kilometres,11567
Average Kilometres Travelled,2021,All owners,1201 - 1400 cc,Other fuel types,Co. Waterford,All years,Kilometres,12076
Average Kilometres Travelled,2021,All owners,1201 - 1400 cc,Other fuel types,Co. Westmeath,All years,Kilometres,10922
Average Kilometres Travelled,2021,All owners,1201 - 1400 cc,Other fuel types,Co. Wexford,All years,Kilometres,12327
Average Kilometres Travelled,2021,All owners,1201 - 1400 cc,Other fuel types,Co. Wicklow,All years,Kilometres,11166
Average Kilometres Travelled,2021,All owners,1401 - 1600 cc,Petrol,Co. Carlow,All years,Kilometres,10924
Average Kilometres Travelled,2021,All owners,1401 - 1600 cc,Petrol,Co. Cavan,All years,Kilometres,11204
Average Kilometres Travelled,2021,All owners,1401 - 1600 cc,Petrol,Co. Clare,All years,Kilometres,11179
Average Kilometres Travelled,2021,All owners,1401 - 1600 cc,Petrol,Co. Cork,All years,Kilometres,10416
Average Kilometres Travelled,2021,All owners,1401 - 1600 cc,Petrol,Co. Donegal,All years,Kilometres,11111
Average Kilometres Travelled,2021,All owners,1401 - 1600 cc,Petrol,Co. Dublin,All years,Kilometres,8734
Average Kilometres Travelled,2021,All owners,1401 - 1600 cc,Petrol,Co. Galway,All years,Kilometres,10891
Average Kilometres Travelled,2021,All owners,1401 - 1600 cc,Petrol,Co. Kerry,All years,Kilometres,10992
Average Kilometres Travelled,2021,All owners,1401 - 1600 cc,Petrol,Co. Kildare,All years,Kilometres,10778
Average Kilometres Travelled,2021,All owners,1401 - 1600 cc,Petrol,Co. Kilkenny,All years,Kilometres,11293
Average Kilometres Travelled,2021,All owners,1401 - 1600 cc,Petrol,Co. Laois,All years,Kilometres,11789
Average Kilometres Travelled,2021,All owners,1401 - 1600 cc,Petrol,Co. Leitrim,All years,Kilometres,12239
Average Kilometres Travelled,2021,All owners,1401 - 1600 cc,Petrol,Co. Limerick,All years,Kilometres,10501
Average Kilometres Travelled,2021,All owners,1401 - 1600 cc,Petrol,Co. Longford,All years,Kilometres,11526
Average Kilometres Travelled,2021,All owners,1401 - 1600 cc,Petrol,Co. Louth,All years,Kilometres,10427
Average Kilometres Travelled,2021,All owners,1401 - 1600 cc,Petrol,Co. Mayo,All years,Kilometres,11706
Average Kilometres Travelled,2021,All owners,1401 - 1600 cc,Petrol,Co. Meath,All years,Kilometres,10976
Average Kilometres Travelled,2021,All owners,1401 - 1600 cc,Petrol,Co. Monaghan,All years,Kilometres,11071
Average Kilometres Travelled,2021,All owners,1401 - 1600 cc,Petrol,Co. Offaly,All years,Kilometres,11392
Average Kilometres Travelled,2021,All owners,1401 - 1600 cc,Petrol,Co. Roscommon,All years,Kilometres,11619
Average Kilometres Travelled,2021,All owners,1401 - 1600 cc,Petrol,Co. Sligo,All years,Kilometres,10864
Average Kilometres Travelled,2021,All owners,1401 - 1600 cc,Petrol,Co. Tipperary,All years,Kilometres,11302
Average Kilometres Travelled,2021,All owners,1401 - 1600 cc,Petrol,Co. Waterford,All years,Kilometres,10530
Average Kilometres Travelled,2021,All owners,1401 - 1600 cc,Petrol,Co. Westmeath,All years,Kilometres,10777
Average Kilometres Travelled,2021,All owners,1401 - 1600 cc,Petrol,Co. Wexford,All years,Kilometres,11106
Average Kilometres Travelled,2021,All owners,1401 - 1600 cc,Petrol,Co. Wicklow,All years,Kilometres,10532
Average Kilometres Travelled,2021,All owners,1401 - 1600 cc,Diesel,Co. Carlow,All years,Kilometres,16749
Average Kilometres Travelled,2021,All owners,1401 - 1600 cc,Diesel,Co. Cavan,All years,Kilometres,17110
Average Kilometres Travelled,2021,All owners,1401 - 1600 cc,Diesel,Co. Clare,All years,Kilometres,16787
Average Kilometres Travelled,2021,All owners,1401 - 1600 cc,Diesel,Co. Cork,All years,Kilometres,15299
Average Kilometres Travelled,2021,All owners,1401 - 1600 cc,Diesel,Co. Donegal,All years,Kilometres,16158
Average Kilometres Travelled,2021,All owners,1401 - 1600 cc,Diesel,Co. Dublin,All years,Kilometres,13525
Average Kilometres Travelled,2021,All owners,1401 - 1600 cc,Diesel,Co. Galway,All years,Kilometres,16720
Average Kilometres Travelled,2021,All owners,1401 - 1600 cc,Diesel,Co. Kerry,All years,Kilometres,16394
Average Kilometres Travelled,2021,All owners,1401 - 1600 cc,Diesel,Co. Kildare,All years,Kilometres,15473
Average Kilometres Travelled,2021,All owners,1401 - 1600 cc,Diesel,Co. Kilkenny,All years,Kilometres,16806
Average Kilometres Travelled,2021,All owners,1401 - 1600 cc,Diesel,Co. Laois,All years,Kilometres,17201
Average Kilometres Travelled,2021,All owners,1401 - 1600 cc,Diesel,Co. Leitrim,All years,Kilometres,17254
Average Kilometres Travelled,2021,All owners,1401 - 1600 cc,Diesel,Co. Limerick,All years,Kilometres,16349
Average Kilometres Travelled,2021,All owners,1401 - 1600 cc,Diesel,Co. Longford,All years,Kilometres,17527
Average Kilometres Travelled,2021,All owners,1401 - 1600 cc,Diesel,Co. Louth,All years,Kilometres,15674
Average Kilometres Travelled,2021,All owners,1401 - 1600 cc,Diesel,Co. Mayo,All years,Kilometres,16846
Average Kilometres Travelled,2021,All owners,1401 - 1600 cc,Diesel,Co. Meath,All years,Kilometres,16141
Average Kilometres Travelled,2021,All owners,1401 - 1600 cc,Diesel,Co. Monaghan,All years,Kilometres,16836
Average Kilometres Travelled,2021,All owners,1401 - 1600 cc,Diesel,Co. Offaly,All years,Kilometres,17188
Average Kilometres Travelled,2021,All owners,1401 - 1600 cc,Diesel,Co. Roscommon,All years,Kilometres,17839
Average Kilometres Travelled,2021,All owners,1401 - 1600 cc,Diesel,Co. Sligo,All years,Kilometres,16388
Average Kilometres Travelled,2021,All owners,1401 - 1600 cc,Diesel,Co. Tipperary,All years,Kilometres,17313
Average Kilometres Travelled,2021,All owners,1401 - 1600 cc,Diesel,Co. Waterford,All years,Kilometres,15769
Average Kilometres Travelled,2021,All owners,1401 - 1600 cc,Diesel,Co. Westmeath,All years,Kilometres,16999
Average Kilometres Travelled,2021,All owners,1401 - 1600 cc,Diesel,Co. Wexford,All years,Kilometres,16752
Average Kilometres Travelled,2021,All owners,1401 - 1600 cc,Diesel,Co. Wicklow,All years,Kilometres,15522
Average Kilometres Travelled,2021,All owners,1401 - 1600 cc,Other fuel types,Co. Carlow,All years,Kilometres,11636
Average Kilometres Travelled,2021,All owners,1401 - 1600 cc,Other fuel types,Co. Cavan,All years,Kilometres,11150
Average Kilometres Travelled,2021,All owners,1401 - 1600 cc,Other fuel types,Co. Clare,All years,Kilometres,11340
Average Kilometres Travelled,2021,All owners,1401 - 1600 cc,Other fuel types,Co. Cork,All years,Kilometres,11226
Average Kilometres Travelled,2021,All owners,1401 - 1600 cc,Other fuel types,Co. Donegal,All years,Kilometres,11320
Average Kilometres Travelled,2021,All owners,1401 - 1600 cc,Other fuel types,Co. Dublin,All years,Kilometres,10864
