Statistic Label,Month,Type of Vehicle Registration,Type of Fuel,UNIT,VALUE
New Vehicles Licensed for the First Time,2025 October,New Machines or Contrivances,Petrol,Number,0
New Vehicles Licensed for the First Time,2025 October,New Machines or Contrivances,Diesel,Number,66
New Vehicles Licensed for the First Time,2025 October,New Machines or Contrivances,Other fuel types,Number,0
New Vehicles Licensed for the First Time,2025 October,New Machines or Contrivances,Petrol and electric hybrid,Number,0
New Vehicles Licensed for the First Time,2025 October,New Machines or Contrivances,Electric,Number,1
New Vehicles Licensed for the First Time,2025 October,New Machines or Contrivances,Petrol or Diesel plug-in hybrid electric,Number,0
New Vehicles Licensed for the First Time,2025 October,New Machines or Contrivances,Diesel and electric hybrid,Number,0
New Vehicles Licensed for the First Time,2025 October,Other Classes New Other Vehicles,All fuel types,Number,30
New Vehicles Licensed for the First Time,2025 October,Other Classes New Other Vehicles,Petrol,Number,0
New Vehicles Licensed for the First Time,2025 October,Other Classes New Other Vehicles,Diesel,Number,30
New Vehicles Licensed for the First Time,2025 October,Other Classes New Other Vehicles,Other fuel types,Number,0
New Vehicles Licensed for the First Time,2025 October,Other Classes New Other Vehicles,Petrol and electric hybrid,Number,0
New Vehicles Licensed for the First Time,2025 October,Other Classes New Other Vehicles,Electric,Number,0
New Vehicles Licensed for the First Time,2025 October,Other Classes New Other Vehicles,Petrol or Diesel plug-in hybrid electric,Number,0
New Vehicles Licensed for the First Time,2025 October,Other Classes New Other Vehicles,Diesel and electric hybrid,Number,0
New Vehicles Licensed for the First Time,2025 November,All Vehicles,All fuel types,Number,4369
New Vehicles Licensed for the First Time,2025 November,All Vehicles,Petrol,Number,578
New Vehicles Licensed for the First Time,2025 November,All Vehicles,Diesel,Number,2237
New Vehicles Licensed for the First Time,2025 November,All Vehicles,Other fuel types,Number,2
New Vehicles Licensed for the First Time,2025 November,All Vehicles,Petrol and electric hybrid,Number,325
New Vehicles Licensed for the First Time,2025 November,All Vehicles,Electric,Number,886
New Vehicles Licensed for the First Time,2025 November,All Vehicles,Petrol or Diesel plug-in hybrid electric,Number,317
New Vehicles Licensed for the First Time,2025 November,All Vehicles,Diesel and electric hybrid,Number,24
New Vehicles Licensed for the First Time,2025 November,New Private Cars,All fuel types,Number,1901
New Vehicles Licensed for the First Time,2025 November,New Private Cars,Petrol,Number,462
New Vehicles Licensed for the First Time,2025 November,New Private Cars,Diesel,Number,336
New Vehicles Licensed for the First Time,2025 November,New Private Cars,Other fuel types,Number,0
New Vehicles Licensed for the First Time,2025 November,New Private Cars,Petrol and electric hybrid,Number,285
New Vehicles Licensed for the First Time,2025 November,New Private Cars,Electric,Number,521
New Vehicles Licensed for the First Time,2025 November,New Private Cars,Petrol or Diesel plug-in hybrid electric,Number,277
New Vehicles Licensed for the First Time,2025 November,New Private Cars,Diesel and electric hybrid,Number,20
New Vehicles Licensed for the First Time,2025 November,New Goods Vehicles,All fuel types,Number,1921
New Vehicles Licensed for the First Time,2025 November,New Goods Vehicles,Petrol,Number,0
New Vehicles Licensed for the First Time,2025 November,New Goods Vehicles,Diesel,Number,1562
New Vehicles Licensed for the First Time,2025 November,New Goods Vehicles,Other fuel types,Number,2
New Vehicles Licensed for the First Time,2025 November,New Goods Vehicles,Petrol and electric hybrid,Number,7
New Vehicles Licensed for the First Time,2025 November,New Goods Vehicles,Electric,Number,331
New Vehicles Licensed for the First Time,2025 November,New Goods Vehicles,Petrol or Diesel plug-in hybrid electric,Number,19
New Vehicles Licensed for the First Time,2025 November,New Goods Vehicles,Diesel and electric hybrid,Number,0
New Vehicles Licensed for the First Time,2025 November,New Tractors,All fuel types,Number,123
New Vehicles Licensed for the First Time,2025 November,New Tractors,Petrol,Number,8
New Vehicles Licensed for the First Time,2025 November,New Tractors,Diesel,Number,115
New Vehicles Licensed for the First Time,2025 November,New Tractors,Other fuel types,Number,0
New Vehicles Licensed for the First Time,2025 November,New Tractors,Petrol and electric hybrid,Number,0
New Vehicles Licensed for the First Time,2025 November,New Tractors,Electric,Number,0
New Vehicles Licensed for the First Time,2025 November,New Tractors,Petrol or Diesel plug-in hybrid electric,Number,0
New Vehicles Licensed for the First Time,2025 November,New Tractors,Diesel and electric hybrid,Number,0
New Vehicles Licensed for the First Time,2025 November,New Agriculture Tractors,All fuel types,Number,
New Vehicles Licensed for the First Time,2025 November,New Agriculture Tractors,Petrol,Number,
New Vehicles Licensed for the First Time,2025 November,New Agriculture Tractors,Diesel,Number,
New Vehicles Licensed for the First Time,2025 November,New Agriculture Tractors,Other fuel types,Number,
New Vehicles Licensed for the First Time,2025 November,New Agriculture Tractors,Petrol and electric hybrid,Number,
New Vehicles Licensed for the First Time,2025 November,New Agriculture Tractors,Electric,Number,
New Vehicles Licensed for the First Time,2025 November,New Agriculture Tractors,Petrol or Diesel plug-in hybrid electric,Number,
New Vehicles Licensed for the First Time,2025 November,New Agriculture Tractors,Diesel and electric hybrid,Number,
New Vehicles Licensed for the First Time,2025 November,New General Haulage Tractors,All fuel types,Number,
New Vehicles Licensed for the First Time,2025 November,New General Haulage Tractors,Petrol,Number,
New Vehicles Licensed for the First Time,2025 November,New General Haulage Tractors,Diesel,Number,
New Vehicles Licensed for the First Time,2025 November,New General Haulage Tractors,Other fuel types,Number,
New Vehicles Licensed for the First Time,2025 November,New General Haulage Tractors,Petrol and electric hybrid,Number,
New Vehicles Licensed for the First Time,2025 November,New General Haulage Tractors,Electric,Number,
New Vehicles Licensed for the First Time,2025 November,New General Haulage Tractors,Petrol or Diesel plug-in hybrid electric,Number,
New Vehicles Licensed for the First Time,2025 November,New General Haulage Tractors,Diesel and electric hybrid,Number,
New Vehicles Licensed for the First Time,2025 November,New Motor Cycles,All fuel types,Number,96
New Vehicles Licensed for the First Time,2025 November,New Motor Cycles,Petrol,Number,94
New Vehicles Licensed for the First Time,2025 November,New Motor Cycles,Diesel,Number,0
New Vehicles Licensed for the First Time,2025 November,New Motor Cycles,Other fuel types,Number,0
New Vehicles Licensed for the First Time,2025 November,New Motor Cycles,Petrol and electric hybrid,Number,0
New Vehicles Licensed for the First Time,2025 November,New Motor Cycles,Electric,Number,2
New Vehicles Licensed for the First Time,2025 November,New Motor Cycles,Petrol or Diesel plug-in hybrid electric,Number,0
New Vehicles Licensed for the First Time,2025 November,New Motor Cycles,Diesel and electric hybrid,Number,0
New Vehicles Licensed for the First Time,2025 November,New Exempt Vehicles,All fuel types,Number,199
New Vehicles Licensed for the First Time,2025 November,New Exempt Vehicles,Petrol,Number,13
New Vehicles Licensed for the First Time,2025 November,New Exempt Vehicles,Diesel,Number,126
New Vehicles Licensed for the First Time,2025 November,New Exempt Vehicles,Other fuel types,Number,0
New Vehicles Licensed for the First Time,2025 November,New Exempt Vehicles,Petrol and electric hybrid,Number,31
New Vehicles Licensed for the First Time,2025 November,New Exempt Vehicles,Electric,Number,7
New Vehicles Licensed for the First Time,2025 November,New Exempt Vehicles,Petrol or Diesel plug-in hybrid electric,Number,18
New Vehicles Licensed for the First Time,2025 November,New Exempt Vehicles,Diesel and electric hybrid,Number,4
New Vehicles Licensed for the First Time,2025 November,New Public Service Vehicles,All fuel types,Number,72
New Vehicles Licensed for the First Time,2025 November,New Public Service Vehicles,Petrol,Number,1
New Vehicles Licensed for the First Time,2025 November,New Public Service Vehicles,Diesel,Number,41
New Vehicles Licensed for the First Time,2025 November,New Public Service Vehicles,Other fuel types,Number,0
New Vehicles Licensed for the First Time,2025 November,New Public Service Vehicles,Petrol and electric hybrid,Number,2
New Vehicles Licensed for the First Time,2025 November,New Public Service Vehicles,Electric,Number,25
New Vehicles Licensed for the First Time,2025 November,New Public Service Vehicles,Petrol or Diesel plug-in hybrid electric,Number,3
New Vehicles Licensed for the First Time,2025 November,New Public Service Vehicles,Diesel and electric hybrid,Number,0
New Vehicles Licensed for the First Time,2025 November,New Small Public Service Vehicles,All fuel types,Number,39
New Vehicles Licensed for the First Time,2025 November,New Small Public Service Vehicles,Petrol,Number,1
New Vehicles Licensed for the First Time,2025 November,New Small Public Service Vehicles,Diesel,Number,14
New Vehicles Licensed for the First Time,2025 November,New Small Public Service Vehicles,Other fuel types,Number,0
New Vehicles Licensed for the First Time,2025 November,New Small Public Service Vehicles,Petrol and electric hybrid,Number,2
New Vehicles Licensed for the First Time,2025 November,New Small Public Service Vehicles,Electric,Number,19
New Vehicles Licensed for the First Time,2025 November,New Small Public Service Vehicles,Petrol or Diesel plug-in hybrid electric,Number,3
New Vehicles Licensed for the First Time,2025 November,New Small Public Service Vehicles,Diesel and electric hybrid,Number,0
New Vehicles Licensed for the First Time,2025 November,New Large Public Service Vehicles,All fuel types,Number,33
New Vehicles Licensed for the First Time,2025 November,New Large Public Service Vehicles,Petrol,Number,0
New Vehicles Licensed for the First Time,2025 November,New Large Public Service Vehicles,Diesel,Number,27
New Vehicles Licensed for the First Time,2025 November,New Large Public Service Vehicles,Other fuel types,Number,0
New Vehicles Licensed for the First Time,2025 November,New Large Public Service Vehicles,Petrol and electric hybrid,Number,0
New Vehicles Licensed for the First Time,2025 November,New Large Public Service Vehicles,Electric,Number,6
New Vehicles Licensed for the First Time,2025 November,New Large Public Service Vehicles,Petrol or Diesel plug-in hybrid electric,Number,0
New Vehicles Licensed for the First Time,2025 November,New Large Public Service Vehicles,Diesel and electric hybrid,Number,0
New Vehicles Licensed for the First Time,2025 November,New Combine Harvestors,All fuel types,Number,
New Vehicles Licensed for the First Time,2025 November,New Combine Harvestors,Petrol,Number,
New Vehicles Licensed for the First Time,2025 November,New Combine Harvestors,Diesel,Number,
New Vehicles Licensed for the First Time,2025 November,New Combine Harvestors,Other fuel types,Number,
New Vehicles Licensed for the First Time,2025 November,New Combine Harvestors,Petrol and electric hybrid,Number,
New Vehicles Licensed for the First Time,2025 November,New Combine Harvestors,Electric,Number,
New Vehicles Licensed for the First Time,2025 November,New Combine Harvestors,Petrol or Diesel plug-in hybrid electric,Number,
New Vehicles Licensed for the First Time,2025 November,New Combine Harvestors,Diesel and electric hybrid,Number,
New Vehicles Licensed for the First Time,2025 November,New Excavators and Trench Diggers,All fuel types,Number,
